,message,sentiment,predicted sentiment
9658,retweet friend die old age die climate change,1,1
13185,people dont accept fact global warming uninformed biased,1,1
3195,retweet want fight climate change think growing grass,1,1
5131,retweet coral grow faster warm water could beat climate change,2,1
1008,retweet climate change much,1,0
4695,book title relation global warming star,0,0
13292,watch bernie sander grill trump epa pick climate change via,2,2
6283,picked man denies climate change,1,1
6203,retweet polar vortex shifting due climate change extending winter study find,2,2
10320,retweet michael bloomberg mark carney make profit defeating climate change opinion guardian,2,2
2707,hope ll courage uphold justice democracy amp fight climate change ll right side history,1,1
8453,impact climate change nz ec driving zero energy building giving tuesday,1,1
8170,retweet al gore say hope work donald trump fight climate change,2,2
4970,im meh carbon tax unless go towards climate change initiative,1,1
11279,retweet know climate change paramount threat future time clean house polluter rigged science bo,1,1
12321,retweet strange twist fear human extinction global warming evaporated threatening fear global nihil,0,2
8370,retweet yes 300000 paper flaw climate change scam website research,-1,-1
6906,retweet climate change rising temperature affect city around world tell u issue liv,1,1
10059,retweet theresa may accused donald trump mole europe uk try water eu climate change policy,2,2
13578,retweet hysterical measure combat climate change causing poverty pollution death,-1,1
10110,retweet record broken health improved x 100 global warming ended salt rising idea,0,0
5606,retweet nation interest labor mp criticise man sexist racist bigoted climate change de,1,1
7526,climate change skeptic exactly vaguely knowing true not giving shit,1,0
6110,yes pray stop shill climate change climate change scam,-1,-1
9702,retweet america spend trillion year hundred year slow global warming 1 degree maga,-1,1
2856,beautiful painting turn depressing climate change graph art,1,1
10303,future vp doesnt believe evolution climate change,1,1
1369,retweet also shout climate change 6 month fall 2 3 week spring winter,0,1
8439,retweet many keen see vic budget invests climate change prevention resilience impact spring st,1,1
3382,trump budget would mean nasa climate change,2,2
9112,trust global warming scientist asks david rose fake news medium,2,2
2163,retweet thing discussed cnn hand dont shoot asteroid causing climate change amp black hole swallowing 747,0,1
4095,retweet bad guy caught red handed cooking data climate change,-1,0
914,word global warming s happening s arrived,1,0
9516,climate denier blame global warming nature nasa data begs differ,1,1
3822,retweet smaretweet think climate change chinese conspiracy,1,1
10254,retweet idiot guest bbc wa say trump claim climate change hoax exaggerating deal go,1,2
6656,not biblical prophecy l mao product climate change,1,1
14488,lynne featherstone talking threat posed u climate change,1,1
4142,retweet simple sensible revenue neutral way address climate change marty feldstein ted halstead greg mankiw,1,1
7601,people want u take sky falling warning climate change seriously talk imaginary heartbeat,-1,1
6436,retweet trump meet princeton scientist called global warming fear pure belief disguised science,2,2
13956,even scientist wrong climate change would not supporetweet investment precautionary measure prevent total,1,1
13160,retweet 97 scientist believe climate change man made cause rising sea level ocean 3 believe fra,1,1
15016,retweet faith leader frame climate change moral issue,2,1
10996,retweet interior employee say trump admin silencing scientist climate change abuse power can not go unanswered,1,1
9276,o k tinker environment fight climate change not everyone think,2,1
6106,retweet impact collective action climate change find gt,2,1
2966,retweet trump budget director climate change research not spending money anymore consider,2,2
5553,retweet science settled liar world leader duped manipulated global warming data via,-1,-1
10147,energy secretary rick perry wrongly downplays human role climate change via,1,2
7201,retweet breaking netanyahu declares climate change work arson terrorist palestine corruption israel,0,1
12539,retweet great remark keep fighting climate change reconciliation health care,1,1
3690,think trump still maintains global warming hoax maybe mar lago drowning hell final l,1,1
5249,retweet could trump unravel paris climate change deal,2,2
14315,retweet epa shutting program help state locality adapt effect climate change,2,2
7586,may want research not sure coming actually climate change,1,1
11390,retweet new book rank top 100 solution climate change result surprising via,2,1
6966,retweet prince charles call climate change wolf door called hoax bull,2,2
12159,retweet dad 15 yr ago dont believe anything read see internet dad facebook said climate change f,0,1
3198,warmest february record dont worry even though climate change happening eye still hoax alternative fact,1,1
